applicant_type,application_number,ben,cnct_email,form_471_manufacturer_name,form_471_product_name,funding_request_number,funding_year,model_of_equipment,monthly_quantity,monthly_recur_ineligible_cost,monthly_recurring_unit_eligible_costs,one_time_eligible_costs,one_time_ineligible_cost,one_time_quantity,organization_name,pre_discount_extended_eligible_line_item_costs,price,standardized_vendor,state,total_eligible_one_time_costs,total_eligible_recurring_costs,total_monthly_cost,total_monthly_eligible_recurring_costs,total_one_time_cost
School District,221028602,139834,riley.harpole@kelloggllc.com,Aruba,Switch,2299040734,2022,(District 139834) JL728B#ABA HPE Aruba Networking CX 6200F 48G Class4 PoE 4SFP+ 740W Switch,0,0,0,3970.28,0,7,MILLWOOD INDEP SCHOOL DIST 37,27791.96,No,Hp,OK,27791.96,0,0,0,3970.28
School District,221036055,140437,dsovereign@kelloggllc.com,Extreme Networks,Transceiver,2299053349,2022,"(District 140437) 10302-BOLT | 10GBase LR LC, 10 Km",0,0,0,40,0,36,WESTVILLE PUBLIC SCHOOL,1440,No,Extreme,OK,1440,0,0,0,40
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,Module,2299039907,2022,(RR-2 84633) NIM-2FXS/4FXOP | 2 Port FXS/FXS-E/DID and 4-Port FXO Network Interface Module,0,0,0,527.18,0,1,TULSA CITY-COUNTY LIBRARY SYS,527.18,No,Cisco,OK,527.18,0,0,0,527.18
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Module,2299037871,2022,(District 139826) SFP-10/25GCSR-S= | SFP28 transceiver module - 10 GigE,0,0,0,158.31,0,40,YUKON INDEP SCHOOL DISTRICT 27,6332.4,No,Cisco,OK,6332.4,0,0,0,158.31
School District,221028029,140011,dsovereign@kelloggllc.com,Meraki,Switch,2299040039,2022,"(District 140011) MS120-8FPHW | Cisco Meraki Cloud Managed MS120-8 - Switch - managed -8 x 10/100/1000 (PoE+) + 2 x Gigabit SFP - desktop, wallmountable- PoE+ (124 W)",0,0,0,617.7,0,1,BOISE CITY SCHOOLS,617.7,No,Cisco,OK,617.7,0,0,0,617.7
School District,221033761,140311,dsovereign@kelloggllc.com,Fortinet,Access Point,2299049634,2022,"(District 140311) FAP-231F-A | FortiAP FAP-231F 802.11ax 1.73 Gbit/s WirelessAccess Point - 2.40 GHz, 5 GHz - MIMO Technology - 2 xNetwork (RJ-45) - Gigabit Ethernet - 17 W - Ceiling Mountable,Wall Mountable, Rail-mountable",0,0,0,400.53,0,147,HUGO INDEP SCHOOL DISTRICT I39,58877.91,No,Fortinet,OK,58877.91,0,0,0,400.53
School District,221019376,140194,alinam@kelloggllc.com,Ubiquiti,Switch,2299025213,2022,"(MMS 84913)  | Ubiquiti, UniFi Switch Pro 48p 600w PoE 4x 10G Uplink",0,0,0,1099,0,1,MORRIS SCHOOL DISTRICT,1099,No,Ubiquiti,OK,1099,0,0,0,1099
School District,221004309,140188,kimberly@crwconsulting.com,Ubiquiti,Switch,2299004200,2022,USW-Pro-48-PoE,0,0,0,1099,0,5,RYAL SCHOOL DISTRICT 3,5495,No,Ubiquiti,OK,5495,0,0,0,1099
School District,221036481,139857,riley.harpole@kelloggllc.com,Extreme Networks,License,2299053974,2022,(District 139857) XCIQ-PT0-CEW-5YR-K12 | Controller License IQ PILOT,0,0,0,32664.02,0,1,LONE GROVE INDEP SCH DIST 32,32664.02,No,Extreme,OK,32664.02,0,0,0,32664.02
School District,221035256,139932,buckmaster.cindy@elkcityschools.com,Meraki,Switch,2299057419,2022,MS225-48FP-HW,0,0,0,3704.8,0,15,ELK CITY INDEP SCHOOL DIST 6,55572,No,Cisco,OK,55572,0,0,0,3704.8
School District,221018013,140122,cbailey@kelloggllc.com,Aruba,Switch,2299022916,2022,(District 140122) JL701A | 8360-32Y4C Pwr2Prt 3F2PS,0,0,0,9385.71,0,3,UNION INDEP SCHOOL DISTRICT 9,28157.13,No,Hp,OK,28157.13,0,0,0,9385.71
School District,221006470,140205,karla@crwconsulting.com,Ubiquiti,Router,2299006862,2022,USG-Pro-4,0,0,0,299,0,1,PRESTON SCHOOL DISTRICT,299,No,Ubiquiti,OK,299,0,0,0,299
School District,221004601,140145,kimberly@crwconsulting.com,Juniper Networks,Switch,2299004536,2022,EX3400-48P,0,0,0,3097,0,9,MIAMI INDEP SCHOOL DISTRICT 23,27873,No,Hp,OK,27873,0,0,0,3097
Library,221037687,151697,jslupe@cityofmustang.org,Aruba,Access Point,2299056166,2022,AP-535,0,0,0,1038,0,6,Mustang Public Library,6228,No,Hp,OK,6228,0,0,0,1038
School District,221027340,140221,rbotts@kelloggllc.com,SonicWALL,Firewall Services & Components,2299038715,2022,"(District 140221) 02-SSC-4326 | SonicWall NSA 3700 Network Security/Firewall Appliance - 24 Port - 10/100/1000Base-T, 10GBase-X - 10 Gigabit Ethernet",0,0,0,3565,0,1,WHITEFIELD SCHOOL DISTRICT 10,3565,No,Sonicwall,OK,3565,0,0,0,3565
School District,221031787,140043,eratemone4u@yahoo.com,Extreme Networks,License,2299046239,2022,XCIQ-PT054-C-EW-5YK12,0,0,0,1159.72,0,5,BRISTOW PUBLIC SCHOOLS,5798.6,No,Extreme,OK,5798.6,0,0,0,1159.72
School District,221014642,139831,dsovereign@kelloggllc.com,Cisco Systems,Racks & Cabinets,2299018019,2022,(Putnam) FRME2 | Rack Mount Fiber Enclosure,0,0,0,296.81,0,1,OKLAHOMA CITY SCHOOL DIST I-89,296.81,No,Cisco,OK,296.81,0,0,0,296.81
Library,221036925,139774,gpubliclibrary@pldi.net,Ubiquiti,Switch,2299054744,2022,USW-Pro-24-POE,0,0,0,715,0,1,GEARY PUBLIC LIBRARY,715,No,Ubiquiti,OK,715,0,0,0,715
Library,221026730,140288,tonkawalibrary@yahoo.com,SonicWALL,Firewall Services & Components,2299038232,2022,TZ370,0,0,0,693.72,0,1,TONKAWA PUBLIC LIBRARY,693.72,No,Sonicwall,OK,693.72,0,0,0,693.72
Library,221038055,140109,stacy.delano@stillwater.org,Ruckus Wireless,Access Point,2299056824,2022,Ruckus R650 - Unleashed 9U1-R650- US00,0,0,0,559.43,0,20,STILLWATER PUBLIC LIBRARY,11188.6,No,Ruckus,OK,11188.6,0,0,0,559.43
School District,221035773,140247,riley.harpole@kelloggllc.com,Netgear,Module,2299052894,2022,(District 140247)  | 10G SFP Module,0,0,0,450,0,4,KREBS SCHOOL DISTRICT 9,1800,No,Netgear,OK,1800,0,0,0,450
School District,221025094,139732,riley.harpole@kelloggllc.com,Aruba,Cabling,2299035031,2022,(District 139732) JW124A | PC-AC-NA North America AC Power Cord,0,0,0,1.53,0,2,EDMOND INDEP SCHOOL DIST 12,3.06,No,Hp,OK,3.06,0,0,0,1.53
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,Module,2299039907,2022,(SBA-2 84386) C9300-NM-8X | Catalyst 9300 8x10GE Network Module,0,0,0,754.09,0,3,TULSA CITY-COUNTY LIBRARY SYS,2262.27,No,Cisco,OK,2262.27,0,0,0,754.09
School District,221036055,140437,dsovereign@kelloggllc.com,Extreme Networks,Switch,2299053349,2022,(District 140437) 5320-48P-8XE | 5320 Universal Switch with 48 x 10/100/1000BASE-T,0,0,0,2970.73,0,1,WESTVILLE PUBLIC SCHOOL,2970.73,No,Extreme,OK,2970.73,0,0,0,2970.73
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,Firewall Services & Components,2299039907,2022,(RR-2 84633) SRX380-P-SYS-JB-AC | SRX380 SVCS Gateway W/HW 16 GE Perp 4x10GE,0,0,0,5894.7,0,1,TULSA CITY-COUNTY LIBRARY SYS,5894.7,No,Cisco,OK,5894.7,0,0,0,5894.7
School District,221011219,139912,kimberly@crwconsulting.com,Meraki,License,2299013297,2022,LIC-MX95-SEC-EY,0,0,0,3597.5,3597.5,1,STERLING INDEP SCHOOL DIST 3,3597.5,No,Cisco,OK,3597.5,0,0,0,7195
School District,221024032,140233,alinam@kelloggllc.com,Ubiquiti,Racks & Cabinets,2299032911,2022,(District 140233)  | Satelite Mount,0,0,0,6.31,0,8,ATOKA INDEP SCHOOL DISTRICT 15,50.48,No,Ubiquiti,OK,50.48,0,0,0,6.31
School District,221036055,140437,dsovereign@kelloggllc.com,Extreme Networks,Switch,2299053349,2022,(District 140437) 17401 | ExtremeSwitching X620-16x-Base,0,0,0,2730.43,0,1,WESTVILLE PUBLIC SCHOOL,2730.43,No,Extreme,OK,2730.43,0,0,0,2730.43
School District,221036055,140437,dsovereign@kelloggllc.com,Extreme Networks,Module,2299053349,2022,(District 140437) 10945 | Fan Module - Front to Back Airflow for X620 Switch,0,0,0,178.84,0,1,WESTVILLE PUBLIC SCHOOL,178.84,No,Extreme,OK,178.84,0,0,0,178.84
School District,221020444,140306,riley.harpole@kelloggllc.com,Ubiquiti,Switch,2299026874,2022,(FTES 85134) 8 Port POE Switch | USW-LITE-8-POE,0,0,0,124.5,0,1,FORT TOWSON INDEP SCH DIST 2,124.5,No,Ubiquiti,OK,124.5,0,0,0,124.5
Library,221029122,140148,reratc@pryorlibrary.org,Extreme Networks,Access Point,2299044431,2022,Wireless access point AP410c,0,0,0,699.38,0,3,PRYOR PUBLIC LIBRARY,2098.14,No,Extreme,OK,2098.14,0,0,0,699.38
Library,221029656,139989,cbailey@kelloggllc.com,Hewlett Packard,Switch,2299042489,2022,(Library System 139989) JL262A#ABA|HPE Aruba 2930F 48G PoE+ 4SFP-Switch-L3-managed-48x10/100/1000 (PoE+) + 4 x Gigabit SFP (uplink) -Rack mountable,0,0,0,939.99,0,3,WOODWARD PUBLIC LIBRARY,2819.97,No,Hp,OK,2819.97,0,0,0,939.99
Consortium,221032362,17030261,dsovereign@kelloggllc.com,Extreme Networks,Switch,2299047285,2022,5420F-48P-4XE | ExtremeSwitching 5420F Ethernet Switch - 48 Ports,0,0,0,4355,0,14,Community Strategies Epic Consortium,60970,No,Extreme,OK,60970,0,0,0,4355
School District,221038506,139911,patrickt@snyder.k12.ok.us,Ubiquiti,Wireless Controller,2299057503,2022,USG-PRO-4,0,0,0,399.88,0,2,SNYDER INDEP SCHOOL DISTRICT 4,799.76,No,Ubiquiti,OK,799.76,0,0,0,399.88
School District,221024166,140326,riley.harpole@kelloggllc.com,Extreme Networks,License,2299033251,2022,"(District 140326) XCIQ-PT053-C-EW-3YK12 | ExtremeCloud IQ Pilot - Right-To-Usesubscription license (3 years) + 3 Years ExtremeWorks SaaSSupport - hosted - academic, volume - Tier 0",0,0,0,588.48,0,3,BETHEL PUBLIC SCHOOLS,1765.44,No,Extreme,OK,1765.44,0,0,0,588.48
School District,221036767,139804,dmorris@paoli.k12.ok.us,Ubiquiti,Switch,2299054558,2022,USW-PRO-24-POE,0,0,0,896,0,1,PAOLI INDEP SCHOOL DISTRICT 5,896,Yes,Ubiquiti,OK,896,0,0,0,896
School District,221028606,140379,eratemone4u@yahoo.com,SonicWALL,Firewall Services & Components,2299040745,2022,TZ670   MFR#: 02-SSC-5659,0,0,0,2696.25,898.75,1,WANETTE INDEP SCH DISTRICT 115,2696.25,No,Sonicwall,OK,2696.25,0,0,0,3595
School District,221023746,140093,riley.harpole@kelloggllc.com,Extreme Networks,Access Point,2299032458,2022,(District 140093) AP5010-WW | Indoor Tri Radio Wi-Fi 6E AP (4+4:4),0,0,0,635,0,5,PERKINS-TRYON SCHOOL DIST I-56,3175,No,Extreme,OK,3175,0,0,0,635
School District,221009231,140087,kimberly@crwconsulting.com,Extreme Networks,Access Point,2299010558,2022,AP410C-FCC,0,0,0,471.87,0,267,OWASSO INDEP SCHOOL DIST 11,125989.29,No,Extreme,OK,125989.29,0,0,0,471.87
School District,221025509,140134,riley.harpole@kelloggllc.com,Fortinet,Access Point,2299035614,2022,(MS 84779) FAP-231F-A | FORTIAP 231F - WIRELESS ACCESS POINT,0,0,0,356.24,0,17,COMMERCE PUBLIC SCHOOLS,6056.08,No,Fortinet,OK,6056.08,0,0,0,356.24
School District,221024890,140324,dsovereign@kelloggllc.com,Aruba,Access Point,2299034577,2022,(District 140324) Q9G69A | HPE Aruba AP-MNT-MP10-B Campus Type B - Mountingbracket (pack of 10),0,0,0,89.25,0,1,SHAWNEE INDEP SCHOOL DIST I-93,89.25,No,Hp,OK,89.25,0,0,0,89.25
School District,221038202,139869,rbotts@kelloggllc.com,Meraki,"Installation, Activation, & Initial Configuration",2299056938,2022,Installation of Meraki Switches,0,0,0,528,0,1,WAPANUCKA INDEP SCHOOL DIST 37,528,Yes,Cisco,OK,528,0,0,0,528
School District,221023832,140065,cbailey@kelloggllc.com,Extreme Networks,Switch,2299032582,2022,(District 140065) 5320-24P-8XE | 5320 UNIV SWCH W/ 24 X 10/100/1000BASE-T,0,0,0,1545,0,5,DRUMRIGHT INDEP SCHOOL DIST 39,7725,No,Extreme,OK,7725,0,0,0,1545
School District,221035256,139932,buckmaster.cindy@elkcityschools.com,Meraki,License,2299057419,2022,LIC-MS225-48FP-3YR,0,0,0,363.55,0,15,ELK CITY INDEP SCHOOL DIST 6,5453.25,No,Cisco,OK,5453.25,0,0,0,363.55
School District,221014642,139831,dsovereign@kelloggllc.com,Cisco Systems,Module,2299018019,2022,(SHTP) PWR-C4-950WAC-R/2 | 950W AC Config 4 Power Supply front to back cooling,0,0,0,638.08,0,2,OKLAHOMA CITY SCHOOL DIST I-89,1276.16,No,Cisco,OK,1276.16,0,0,0,638.08
School District,221032069,140429,eratemone4u@yahoo.com,Ubiquiti,Access Point,2299046671,2022,GBE-PLUS-US,0,0,0,202.45,0,4,STILWELL INDEP SCHOOL DIST 25,809.8,No,Ubiquiti,OK,809.8,0,0,0,202.45
School District,221020354,140047,riley.harpole@kelloggllc.com,Extreme Networks,Access Point,2299026783,2022,(District 140047) AP410C-FCC | AP410C Indoor Tri Radio Wireless Access PointWiFi6 AP 2.4 GHz 5GHz & Sensor w/Dual 5GHz & Mulitrate PortIntegrated Light Power Sensors BLE/Zigbee I/ML Green Mode INTAntennas T-Bar Included,0,0,0,503.55,0,7,CHELSEA INDEP SCHOOL DIST 3,3524.85,No,Extreme,OK,3524.85,0,0,0,503.55
School District,221023803,140381,dsovereign@kelloggllc.com,Ubiquiti,Access Point,2299032522,2022,(District 140381) UniFi WiFi 6 | UniFi WiFi 6 Pro 4x4 MU-MIMO (U6-Pro),0,0,0,174.78,0,15,GRAHAM DUSTIN INDEP SCHOOL  DISTRICT,2621.7,No,Ubiquiti,OK,2621.7,0,0,0,174.78
Library,221029656,139989,cbailey@kelloggllc.com,Hewlett Packard,License,2299042489,2022,(Library System 139989)Q9Y59AAE|HPE Aruba Central Foundation-Subscription license-(3 years)-1 access point-hosted-ESD,0,0,0,154.89,0,5,WOODWARD PUBLIC LIBRARY,774.45,No,Hp,OK,774.45,0,0,0,154.89
School District,221020639,140421,terickson@smithville.k12.ok.us,Extreme Networks,Switch,2299028395,2022,220-12p-10GE2 Layer3 Switch,0,0,0,621,0,14,SMITHVILLE I-14 SCHOOL DISTRICT,8694,No,Extreme,OK,8694,0,0,0,621
School District,221024959,140320,rbotts@kelloggllc.com,Fortinet,Switch,2299034733,2022,"(District 140320) FS-448E-FPOE | Fortinet  Ethernet Switch - 48 Ports - 3 Layer Supported - Modular - 923.60 W Power Consumption - Twisted Pair, Optical Fiber - Rack-mountable",0,0,0,3044.51,0,3,VALLIANT INDEP SCHOOL DIST 11,9133.53,No,Fortinet,OK,9133.53,0,0,0,3044.51
Library System,221026610,139799,cbailey@kelloggllc.com,SonicWALL,Firewall Services & Components,2299037427,2022,"(Library System 139799) Nsa 4700|SonicWall Nsa 3700-Advanced Edition-security appliance-10 GigE, 5 GigE, 2.5 GigE-1U-SonicWall Secure Upgrade Plus Program (3 years option)-rack mountable",0,0,0,9310.36,6206.91,6,PIONEER LIBRARY SYSTEM,55862.16,No,Sonicwall,OK,55862.16,0,0,0,15517.27
School District,221003200,140097,riley.harpole@kelloggllc.com,Juniper Networks,Transceiver,2299002966,2022,(District 140097) EX-SFP-1GE-SX | SMALL FORM FACTOR PLUGGABLE 1000BASE-SX,0,0,0,263.04,0,14,SAND SPRINGS SCHOOL DISTRICT 2,3682.56,No,Hp,OK,3682.56,0,0,0,263.04
School District,221014642,139831,dsovereign@kelloggllc.com,Cisco Systems,License,2299018018,2022,"EDU-DNA-A-5Y | Wireless Cisco DNA On-Prem Advantage, 5Y Term, EDU Lic Term License (5 years) - academic",0,0,0,281.04,0,15,OKLAHOMA CITY SCHOOL DIST I-89,4215.6,No,Cisco,OK,4215.6,0,0,0,281.04
School District,221025509,140134,riley.harpole@kelloggllc.com,Fortinet,Switch,2299035614,2022,(District 140134) FS-148F-POE | FORTISWITCH 148F-POE - SWITCH - MANAGED - 24 X,0,0,0,970.81,0,1,COMMERCE PUBLIC SCHOOLS,970.81,No,Fortinet,OK,970.81,0,0,0,970.81
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Module,2299037871,2022,(District 139826) PWR-C1-715WAC-P/2 | Power Supply,0,0,0,484.66,0,9,YUKON INDEP SCHOOL DISTRICT 27,4361.94,No,Cisco,OK,4361.94,0,0,0,484.66
School District,221038946,139876,collect-ed@hotmail.com,Meraki,Antenna,2299058220,2022,MA-ANT-20,0,0,0,96.05,0,16,Lawton Public School Dist,1536.8,No,Cisco,OK,1536.8,0,0,0,96.05
School District,221010645,140213,karla@crwconsulting.com,Extreme Networks,Transceiver,2299012533,2022,10071H,0,0,0,935,0,1,GRAND VIEW SCHOOL DISTRICT 34,935,No,Extreme,OK,935,0,0,0,935
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Module,2299037871,2022,(District 139826) SSD-240G | Solid state drive - 240 GB - hot-swap - USB 3.0,0,0,0,581.59,0,9,YUKON INDEP SCHOOL DISTRICT 27,5234.31,No,Cisco,OK,5234.31,0,0,0,581.59
School District,221016969,140058,karla@crwconsulting.com,Aruba,License,2299021398,2022,HL6W9E,0,0,0,906.42,0,4,OAK GROVE SCHOOL DISTRICT 104,3625.68,No,Hp,OK,3625.68,0,0,0,906.42
School District,221020885,139861,dsovereign@kelloggllc.com,Cisco Systems,Module,2299027601,2022,(District 139861) SFP-10G-LR= | SFP+ transceiver module,0,0,0,1895.44,0,10,MARIETTA INDEP SCH DISTRICT 16,18954.4,No,Cisco,OK,18954.4,0,0,0,1895.44
School District,221024166,140326,riley.harpole@kelloggllc.com,Extreme Networks,Transceiver,2299033251,2022,"(District 140326) 10051H-AO | AddOn 10051H Compatible TAACompliant 1000Base-SX SFP Transceiver (MMF, 850nm,550m, LC, Rugged) - 100% compatible and guaranteed towork",0,0,0,51.52,0,4,BETHEL PUBLIC SCHOOLS,206.08,No,Extreme,OK,206.08,0,0,0,51.52
School District,221024890,140324,dsovereign@kelloggllc.com,Aruba,Access Point,2299034577,2022,"(SES 85172) Q9H63A | HPE Aruba AP-515 (US) - Campus - wireless access point -Wi-Fi 5 - 2.4 GHz, 5 GHz - in-ceiling",0,0,0,550.71,0,30,SHAWNEE INDEP SCHOOL DIST I-93,16521.3,No,Hp,OK,16521.3,0,0,0,550.71
School District,221025094,139732,riley.harpole@kelloggllc.com,Aruba,Module,2299035031,2022,(District 139732) JW657A | PSU-350-AC 7200 Series S3500-24T S3500-48T and S3500-24F 350W AC Power Supply,0,0,0,158.91,0,2,EDMOND INDEP SCHOOL DIST 12,317.82,No,Hp,OK,317.82,0,0,0,158.91
School District,221030045,140172,eratemone4u@yahoo.com,Hewlett Packard,Switch,2299043134,2022,JL357A#ABA,0,0,0,4575,0,2,CHECOTAH INDEP SCHOOL DIST 19,9150,No,Hp,OK,9150,0,0,0,4575
School District,221031296,140329,eratemone4u@yahoo.com,Extreme Networks,License,2299045272,2022,XCIQ-PT0-C-EW-1YR-K12,0,0,0,94,0,40,SEMINOLE INDEP SCHOOL DIST 1,3760,No,Extreme,OK,3760,0,0,0,94
School District,221022811,139936,dsovereign@kelloggllc.com,Ubiquiti,Switch,2299030978,2022,(District 139936) USW-PRO-24-POE | 24port Switch,0,0,0,752.04,0,1,HOBART INDEP SCHOOL DIST I 1,752.04,No,Ubiquiti,OK,752.04,0,0,0,752.04
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,License,2299039907,2022,(RR-2 84633) C9300-DNA-E-48-3Y | C9300 DNA Essentials. 48-port  3 Year Term License,0,0,0,331.21,0,5,TULSA CITY-COUNTY LIBRARY SYS,1656.05,No,Cisco,OK,1656.05,0,0,0,331.21
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,Cabling,2299039907,2022,(BR-2 84628) STACK-T1-50CM | 50CM Type1 Stacking Cable,0,0,0,29.57,0,3,TULSA CITY-COUNTY LIBRARY SYS,88.71,No,Cisco,OK,88.71,0,0,0,29.57
School District,221023824,140321,alinam@kelloggllc.com,Hewlett Packard,Transceiver,2299032563,2022,"J4859D-AO | AddOn HP J4859D Compatible TAA Compliant 1000Base-LXSFP Transceiver (SMF, 1310nm, 10km, LC)",0,0,0,58,0,2,WRIGHT CITY SCHOOL DISTRICT 39,116,No,Hp,OK,116,0,0,0,58
School District,221023551,140278,karla@crwconsulting.com,Fortinet,Connectors,2299031974,2022,SP-CABLE-FS-SFP+1,0,0,0,48.96,0,3,WOODLAND SCHOOL DIST I 90,146.88,No,Fortinet,OK,146.88,0,0,0,48.96
Library,221036925,139774,gpubliclibrary@pldi.net,Ubiquiti,Access Point,2299054744,2022,UAP-AC-PRRO,0,0,0,175,0,2,GEARY PUBLIC LIBRARY,350,No,Ubiquiti,OK,350,0,0,0,175
School District,221003200,140097,riley.harpole@kelloggllc.com,Aruba,License,2299002966,2022,(District 140097) H7VG9E | Aruba 1Y FC NBD Exch ED/R 7220 Cntrl SVC,0,0,0,1952.3,0,2,SAND SPRINGS SCHOOL DISTRICT 2,3904.6,No,Hp,OK,3904.6,0,0,0,1952.3
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,Switch,2299039907,2022,"(OW-2 84533) C9300-48P-EDU | Catalyst 9300 48-port PoE+, K12",0,0,0,3572.47,0,3,TULSA CITY-COUNTY LIBRARY SYS,10717.41,No,Cisco,OK,10717.41,0,0,0,3572.47
School District,221022883,140082,eratemone4u@yahoo.com,Extreme Networks,Transceiver,2299030984,2022,10302-AO,0,0,0,240,0,20,MOUNDS INDEP SCHOOL DISTRICT 5,4800,No,Extreme,OK,4800,0,0,0,240
School District,221020885,139861,dsovereign@kelloggllc.com,Cisco Systems,License,2299027601,2022,(District 139861) CON-SSTCM-C92LE48 | SUPP SW SUBC9200L Cisco DNA Ess,0,0,0,71.96,0,3,MARIETTA INDEP SCH DISTRICT 16,215.88,No,Cisco,OK,215.88,0,0,0,71.96
School District,221039465,139820,micmatthews@wayne.k12.ok.us,Fortinet,"Installation, Activation, & Initial Configuration",2299059056,2022,Switches and Tranceivers,0,0,0,5220,0,1,WAYNE INDEP SCHOOL DISTRICT 10,5220,Yes,Fortinet,OK,5220,0,0,0,5220
School District,221018858,139781,riley.harpole@kelloggllc.com,Extreme Networks,License,2299024414,2022,"(District 139781) XCIQ-PT0-CEW-5YR-K12 | ExtremeCloud IQ Pilot - Right-To-Usesubscription license (5 years) + 5 Years ExtremeWorks SaaSSupport - hosted - academic, volume - Tier 0",0,0,0,298.3,0,84,JONES INDEP SCHOOL DISTRICT I9,25057.2,No,Extreme,OK,25057.2,0,0,0,298.3
School District,221020885,139861,dsovereign@kelloggllc.com,Cisco Systems,Racks & Cabinets,2299027601,2022,(District 139861) CMPCT-DIN-MNT | DIN rail mounting kit - for Catalyst 3560,0,0,0,45.93,0,5,MARIETTA INDEP SCH DISTRICT 16,229.65,No,Cisco,OK,229.65,0,0,0,45.93
School District,221022883,140082,eratemone4u@yahoo.com,Extreme Networks,License,2299030984,2022,XCIQ-PR054-C-EW-3YK12,0,0,0,536,0,15,MOUNDS INDEP SCHOOL DISTRICT 5,8040,No,Extreme,OK,8040,0,0,0,536
School District,221022115,140165,dsovereign@kelloggllc.com,Extreme Networks,Access Point,2299029614,2022,(Indian Capital Technology Campus 140165) AP305C-FCC | ExtremeCloud IQ Indoor WiFi 6 AP 2x2 radios with Dual 5GHz and1x1GbE port. Integrated light/power sensors BLE/Zigbee. AI/ML greenmode. Internal antennas. Includes Connect.,0,0,0,292,0,15,INDIAN CAPITAL TECHNOLOGY CENTERS,4380,No,Extreme,OK,4380,0,0,0,292
School District,221011202,139797,dchristensen@kelloggllc.com,Aruba,Switch,2299016455,2022,(District 139797) JL001A |  5412R 92GT PoE+/4SFP+ v3 zl2 Switch,0,0,0,8049.11,0,1,NOBLE INDEP SCHOOL DISTRICT 40,8049.11,No,Hp,OK,8049.11,0,0,0,8049.11
School District,221023832,140065,cbailey@kelloggllc.com,Extreme Networks,License,2299032582,2022,(District 140065) XCIQ-PT053-C-EW-5YK12 | EXTREMECLOUD 5300 T0 5YR CLD OS US K-12,0,0,0,422,0,18,DRUMRIGHT INDEP SCHOOL DIST 39,7596,No,Extreme,OK,7596,0,0,0,422
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,License,2299037871,2022,(District 139826) C9300-DNA-E-48-5Y | Digital Network Architecture Essentials - Term License (5 years),0,0,0,1155.16,0,87,YUKON INDEP SCHOOL DISTRICT 27,100498.92,No,Cisco,OK,100498.92,0,0,0,1155.16
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Switch,2299037871,2022,(District 139826) C9300-48UXM-EDU | Catalyst 9300 - Switch - L3 - managed,0,0,0,5094.69,0,87,YUKON INDEP SCHOOL DISTRICT 27,443238.03,No,Cisco,OK,443238.03,0,0,0,5094.69
School District,221027340,140221,rbotts@kelloggllc.com,SonicWALL,Operating System Software of Eligible Equipment,2299038715,2022,(District 140221) 01-SSC-7677 | SonicWALL GMS E-Class 24x7 Software Support For 1 Node (3 Yr) - 24 x 7 - Technical - Electronic and Physical,0,0,0,0,55,1,WHITEFIELD SCHOOL DISTRICT 10,0,No,Sonicwall,OK,0,0,0,0,55
School District,221025509,140134,riley.harpole@kelloggllc.com,Fortinet,"Installation, Activation, & Initial Configuration",2299035614,2022,(ES 84778) SW-Install | Fiber Switch Configuration & Installation,0,0,0,175,0,12,COMMERCE PUBLIC SCHOOLS,2100,Yes,Fortinet,OK,2100,0,0,0,175
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Switch,2299037871,2022,(District 139826) C9300X-24Y-EDU | Catalyst 9300X - Switch - L3 - managed,0,0,0,9693.09,0,3,YUKON INDEP SCHOOL DISTRICT 27,29079.27,No,Cisco,OK,29079.27,0,0,0,9693.09
School District,221025096,140230,riley.harpole@kelloggllc.com,Ubiquiti,Access Point,2299034957,2022,"(District 140230)  | Ubiquiti, UniFi WiFi 6 Pro 4x4 MU-MIMO (U6-Pro)",0,0,0,174.78,0,5,ALBION SCHOOL DISTRICT 2,873.9,No,Ubiquiti,OK,873.9,0,0,0,174.78
School District,221031338,140003,cbailey@kelloggllc.com,Ruckus Wireless,Switch,2299045333,2022,(District 140003) ICX7150-48PF-4X10GR|Ruckus ICX 7150-48PF-switch-L3-Managed-48 x 10/100/1000 (PoE+) + 2 x 10/100/1000 (uplink) + 4 x 1 Gigabit/10 Gigabit SFP+ (uplink) front and side to back-rack-mountable - PoE+ (740W),0,0,0,2190.55,0,1,VICI INDEP SCHOOL DISTRICT 5,2190.55,No,Ruckus,OK,2190.55,0,0,0,2190.55
School District,221028029,140011,dsovereign@kelloggllc.com,Meraki,License,2299039833,2022,(District 140011) LIC-ENT-5YR | Enterprise Cloud Controller - Subscriptionlicense (5 years) - 1 access point - hosted,0,0,0,197.67,0,48,BOISE CITY SCHOOLS,9488.16,No,Cisco,OK,9488.16,0,0,0,197.67
